id,phone
687,+811794078706;+496408431632;+33510660141;+18395892872
688,+446759062718;+33107122244;+61383101017;+493125077796;+443784664042
689,61868666306
690,+5587271705810;+915563347811
691,+61505340973;+61138704674;+5528934689823;+449280763832
692,+913905874474;+5534579966827
693,+916001660518;+442012600148;+5583736372669;+819576129014;+12061035925
694,+5570134528722;+5532467557060;+818711739355
695,+496490592600;+916092657771;+16184763847;+442673480342;+33922603927
696,+910283942166;+491466946151;+444216496550;+61620291331
697,+918299547804;+811974774542;+441977605745
698,+913931005374;+816200318600;+33502402731;+446827904529
699,4.97066E+11
700,+5509044788747;+33823848101
701,+5534958813957;+499536529049;+442874960396
702,+813220302097;+915676430883;+61210577847;+33538423352
703,33068638898
704,+61311793523;+814687597617
705,+812565355830;+919209304430
706,+916969853749;+5576616439026;+5570479813981;+11151846529;+914750699808
707,+449159733388;+5559363892415;+911983797149;+498128546135
708,+819642093179;+5527209987234;+441957114722;+918593576347
709,+495727062399;+61092903304;+442618647214;+19582191456
710,+490624364643;+913619748154;+5532266285376;+11645960652
711,+16505910379;+813166607922;+818833983271;+495807482725
712,+61812809834;+497235594342;+33843659767;+61377085432;+61162623036
713,+33040807377;+33635579280;+61968134235;+491305572232
714,61573068415
715,+914166897272;+440921974193;+816609868579;+5589606779654;+61266733676
716,+496358928745;+814202703605;+916071584208;+812383529887
717,4.49499E+11
718,+61199854551;+498088810042
719,+447040692271;+17421082235;+814893806620
720,4.91649E+11
721,4.4173E+11
722,+18700295706;+442278782210;+33953536697;+446624187448
723,+813020682046;+919979537683
724,+499308109909;+440728732899;+919818672421;+910095344535
725,9.14519E+11
726,+444344139592;+17532427931;+814694899745
727,+814391310503;+12671087344;+910433340379
728,+493515670860;+16721021384
729,+445658284334;+817648424437
730,+15830190391;+33439638336;+815997235101;+912100919982;+811005335269
731,33544865479
732,+449219948068;+812128750970;+5568437052935
733,+15571792752;+17330440060;+33789754434
734,+493225646572;+5552533399814;+61339918510
735,+497313902969;+491475304818;+61797292762;+443499253441
736,+912986529595;+18988277920;+444115505809;+811595829828
737,+5582289013714;+918176762934
738,61522945873
739,+812477200748;+33822065500
740,+492710600288;+61415483377;+5544222994941
741,+33673102754;+33372974413
742,4.94124E+11
743,+33173181747;+61177157344
744,+910760225076;+33514098443;+449378192400;+448405005177;+816995793600
745,+33503305005;+816330647496;+10696682838
746,+33357102623;+15738037501;+811450033059
747,+497546869337;+445592026823
748,4.9438E+11
749,9.17514E+11
750,+12100172269;+499608211109;+33248607488
751,+61309166712;+911991327094;+445408328994;+444694454747;+810724548750
752,+33723338747;+33137734430;+11591695430;+816361934960;+61849435803
753,+61151063204;+61152448986;+813362332247
754,+819568228229;+17813516368
755,8.12E+11
756,+33899508592;+811427403178;+61688198029;+61542095530;+5519936444171
757,+33404358799;+5554204209798;+447591151309
758,+496766112300;+61362696605
759,+61874363023;+912387903475;+443069800583
760,+811939832117;+492887709169
761,9.15328E+11
762,4.94063E+11
763,+33868042811;+817239482967;+918958609412;+496730879629
764,+61967703987;+14268806242;+813378539155;+444991764918;+61117527862
765,+496987101763;+5547369471024;+490982420859
766,+61252845129;+61251124690;+819800902456;+5539320864248;+61446476589
767,+495084001262;+497511264964
768,+811163630967;+12216653596
769,+12243919038;+494827132274;+446421629865;+445886508243;+33962326684
770,+496337458883;+14989591625;+16282773524
771,+490930894346;+817988840282;+915599157866;+816757514184;+18951538238
772,+491884245317;+33045221553;+918015149213;+448837355701;+10015863227
773,+33947038920;+445775379647;+12911326188;+5597776299750;+442941868034
774,+919433325310;+496346607382;+441309881860
775,18383154808
776,+918990628098;+816091653302
777,+33964179853;+446391778089;+5566530499209;+61815534832;+5517556825467
778,+61885838629;+33623958521;+442853532897;+12610626293
779,+449136038857;+61016856491;+443425578216;+446283692886
780,+447979562137;+443562827946;+33635341124
781,9.10623E+11
782,+5514401552421;+33323021428;+814436978491
783,+816899414601;+5557767504920;+33814858424;+61505813196
784,+816718895296;+449780470784
785,4.43236E+11
786,16570272251
787,4.43383E+11
788,+5531095174700;+61327746880
789,+33897797941;+14153821477;+445652771887
790,+10667379921;+816533807991;+33939421502;+33481021063;+812203836781
791,+5519162353010;+61378264496;+918956368783;+492987664021
792,+5591125698145;+33934942313;+914935810198
793,+61206654064;+15701757384
794,5.51825E+12
795,4.94889E+11
796,+33955597265;+494379507256
797,+12904504985;+5516287769909;+61837299055;+15411088609
798,9.1299E+11
799,+814493248348;+493751900852;+440533607297;+17263701827;+449954139161
800,+494347689403;+812757253056;+61977395526
801,+61771746602;+492761287710;+816758278976
802,+5519844286563;+442068680249;+492655643068
803,8.15482E+11
804,+447311931532;+492729700335;+813207138796;+446348390858;+33037376794
805,4.91962E+11
806,+440646283988;+815762114586
807,+14249295611;+815521606519;+14500689704
808,+61583359919;+444312757357
809,+491472957976;+13709951748;+61448363872
810,+912993793890;+5591594557295;+11485941931
811,+5594441652546;+10459150085
812,+5556718590677;+444936605412;+811655188875
813,+918151214623;+13598435011;+813063265792;+813661612776;+449636923142
814,19400034079
815,+914354368945;+915562229369;+13234207443
816,+5516240238880;+5576565880043
817,+442971762392;+911917415372;+10502431108;+491456224141;+819910353344
818,+5513635476755;+33519823871;+33758632890
819,8.17412E+11
820,+17836602122;+5530786850860;+17749570792
821,4.93653E+11
822,+33929302798;+817678540681;+12457832845;+5532456414543;+61582585574
823,33740491389
824,+496475285988;+449644984371;+494571939157;+11337693635
825,+33514767139;+812148169645
826,61206013263
827,+498950492672;+17735518597;+443964263042;+911875183957;+446032761731
828,33706662103
829,+494930650901;+5571524268732;+5545541506989;+444251572678
830,+442130417654;+497656179570;+61413151861;+61341333791;+33020257015
831,4.47614E+11
832,+446573789511;+447653059269;+5583240589961;+441193810465;+499668953773
833,+5540236351541;+61678933944;+19158643132
834,17910287125
835,+441085569041;+816031988602;+492330141678;+61656889299;+33955619879
836,+5586068202253;+61593481651;+19696448900;+61359195045
837,+442882983208;+61827422023;+447480719424;+914881752093;+33928295183
838,+447841866398;+911957690820;+5513390309544;+448292371149;+16397251667
839,5.5272E+12
840,5.52132E+12
841,+815188059475;+17801837067
842,+33312775107;+33160240241;+493884984426;+495118170565
843,+15448474434;+444043444406
844,+449181635180;+811035291893;+819351556804
845,+18768891775;+5547557778514;+61003302058
846,+492301262538;+910626697828;+912212903729;+440688745438;+818769098147
847,+810707994435;+33669593816;+61833750564;+61880809701
848,+61411778103;+817286066100;+817065012939;+5526773288627
849,+813513588535;+10132840352
850,+5543877029834;+815780253561;+499240542351;+33090571449
851,+493806026616;+33716438205;+11335360316;+61100811318;+446386346805
852,+440744991151;+33644723762;+443950064550;+449170931930
853,+911774427122;+449354384383;+914307881661
854,+5525141199037;+814913965731
855,+12516278628;+5563987937403;+16925492037
856,+812141652533;+13880757805
857,+498847012178;+918127882685;+61554096267;+495657257252
858,+814237926316;+443468704097;+819814995588;+818533742031
859,+918160955021;+33105802636
860,5.59207E+12
861,+499940501505;+813146168869;+443738027769;+5510704335401
862,+33200282208;+5550757574954;+819143064481
863,4.93047E+11
864,+5528195662555;+5548714390393
865,4.94536E+11
866,+5510170504213;+918511180001;+33774909284;+812160674837;+33466005949
867,+913914482699;+33266557141;+911000072835;+915148755149;+815731878470
868,+61180990566;+495551367770;+814819750903;+446702879506;+819988320854
869,+5504095481740;+911287880547;+5564022368948;+33898745920;+810705803400
870,+5505885064083;+910974460652;+914881666113;+5547502547083;+61303435491
871,+912869721506;+33011744872;+490743406279
872,+61467659720;+33011386893;+815637161338;+16848595061;+448305171120
873,+813119465922;+814163983624;+33503307806;+814544315331;+916271994984
874,+61807468927;+61999904383;+61951587586
875,+493731380154;+445136996802;+16360268387;+61249602990;+17328526991
876,19479562071
877,9.17785E+11
878,+811859153375;+5507750791550;+15512306548
879,+817953692398;+33637540073;+913228515429;+33502899802
880,+5548832520798;+917701690629
881,+813301154292;+497188071030;+493265730923;+61912264304
882,9.19253E+11
883,+814619879051;+33618578800;+445554427042
884,5.5451E+12
885,+449999544883;+33729046411;+33289527843
886,+33954885765;+440461845827;+918752128124;+33941318073
887,+5535961556892;+910164496006
888,4.41385E+11
889,+814373877293;+495704373584;+61818058357
890,+814963047161;+498856274678;+33958353201
891,+914997114470;+445937192557
892,+10732756177;+5599558028488;+33410998063;+33220856300
893,+13639177267;+443988090345
894,+491602481553;+61345585879;+494320478761;+492824710114;+492787190642
895,4.9639E+11
896,+910743347102;+33012701317;+33883231261;+449776723010;+33477193016
897,+442868204929;+915325424934;+916543970504;+61212615411
898,+13040105186;+449896658650;+813212758536
899,+496247279613;+498151875062;+5522019403727
900,4.47911E+11
901,+5513085799758;+13269778445
902,+444666755854;+816379109580;+17250354157;+5584466953119
903,+493200538268;+33952402069;+33886293850
904,+33880601677;+33712237686;+910453366110;+5528593928183
905,+819975959760;+443888506531;+919240452084;+14781835430;+5586462727337
906,+493394898569;+61596198243;+815310978912;+495435556244;+5593310844630
907,+61410345689;+33364078672;+33066289609;+817502612685
908,+915552153345;+442086071904;+910791416568;+443418083152;+11996147917
909,+918887841103;+447950282616
910,5.52991E+12
911,9.16023E+11
912,+912598474795;+813347265690;+813254028836;+911796242985;+13946934508
913,+10299943753;+445475802758
914,+497267543884;+33559518824
915,8.14542E+11
916,+12545639955;+499642644579;+914486242119;+495841595668
917,5.50862E+12
918,+499705089620;+919084673597
919,4.92945E+11
920,+819331536228;+810491834231;+61139046597;+61956511510;+5598492264222
921,+917745809845;+33207661446
922,+912867272725;+33920872154;+498189999783;+915002639979
923,61820831231
924,61656647320
925,+5579508178543;+919940989588;+5509435083670
926,+491687957525;+61385523854;+816985014530
927,+911902176157;+15100018011
928,+495669817770;+917396833806;+33955436099;+816797326316;+61654525079
929,+5562250086212;+440965849563;+61523603352;+11847188470
930,+5567418529445;+10331025419;+912044723246;+498269393270
931,4.95674E+11
932,+447073440693;+915785042525;+61111944332;+918677563714
933,61675435475
934,+5595606521915;+492486209936;+5510937975917;+33001706254
935,+814235804668;+448022838281;+5512986343273
936,+816692783918;+5559599673404;+814517904098;+19364708167;+61561318272
937,4.9789E+11
938,+5593337629350;+61569214517;+811404363910
939,+810013380027;+61137040673;+5503000831418
940,+491718653138;+910113201355;+916872384215;+5524261088986
941,5.57995E+12
942,19660864603
943,+33731112924;+811718195387;+442196153226;+61830693119
944,+5523071863234;+15538054712;+440752525501;+444215598956
945,+33634738624;+12977742779;+497831757593;+915438419706
946,+33070289904;+490869630859;+11025737468;+33738720095
947,+18405316656;+910026528448;+5577090435047;+61232616143
948,+818006042790;+5545611631870
949,+448256080537;+61741129023;+14390963755;+811263696723;+816470384500
950,+445712806029;+819169999594;+33484863944;+441183335176;+19073425108
951,+33057986178;+61493927955;+499716324981;+441630441346
952,+819433281755;+499464960495;+447519561444
953,4.49187E+11
954,33301710285
955,+443035422432;+912030950021
956,+5523704243630;+447079824432;+33623586569;+33174742129;+61255842526
957,+33962848548;+499699688479;+911766264886;+33747438828
958,+33283522669;+445291566704;+61303009165;+912354701935;+5519357946276
959,+910569362394;+61272039437;+33128094298;+17813710468;+445655773922
960,+491956814670;+12566164910
961,+33736700642;+442012893170;+19749141674;+494794296318;+494447115444
962,+492577152288;+494662997680;+815467487493
963,+61814969148;+33008021269;+33769513239;+914411909648
964,+19273143017;+33676458314;+33561225962;+12010404594
965,5.53988E+12
966,+17935522485;+493416752764;+913568002423;+33718375821
967,+61795517116;+444585076699;+494220077529;+33384579110;+915961815673
968,+447397625294;+33909407119;+61246504863;+33776872338
969,+917142395662;+61144005192;+442858934976;+19203587837
970,+491186105816;+13894520433;+816177425193;+5533256563447;+815714200852
971,+445304934305;+494628697719;+61932375138;+33783295405
972,+440272853799;+816383353959
973,+919100340214;+61124093770;+814451137824
974,+449148473819;+5586552150493;+5529924862891;+5524970823212;+811233164933
975,+919660557611;+499002130710;+441909336221;+447782750426;+446942577095
976,+61108392942;+61418976152
977,61043903612
978,+911791748965;+499862823365
979,+14305110214;+816573180980
980,+33751724292;+16546057224
981,+449494058321;+61506602375;+61807755400;+497646484078;+10544367639
982,+33358608849;+914739884063
983,18844658173
984,+61294655454;+10831010984;+812079874574;+5542859236881
985,4.48997E+11
986,+816692967133;+449729596342;+493274638888;+61948585372
987,+490660225179;+815635490562;+912049996603;+444396517531
988,+10454691255;+13834272825
989,+61643290083;+443088722133
990,+61036895462;+493856916434
991,+18766177715;+61271827154;+61751287738
992,5.52607E+12
993,+918336313937;+912225664121;+448384996480;+33437796725;+813138960841
994,+5523433541045;+910916338957;+33416840217;+33017594186;+5557861359564
995,4.4188E+11
996,+913933721094;+446405723241;+919467746824
997,+912217697856;+18529254991;+910497663697
998,+61317971281;+33387834137;+14963556357
999,+448325233698;+919894958111;+5556401922152;+5521452626193
1000,+447218826688;+5567296959124
